                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.81732,                0.88741,                  1.202,                0.87837,                 0.8254,                 0.8623,                0.64383,                0.84953,                 1.1323,                 1.4218,               0.008284,               0.008284,               0.008284
                     28,                0.81401,                0.88436,                 1.2152,                0.67981,                0.74286,                0.68073,                0.51737,                0.85776,                 1.3886,                 1.3944,               0.008218,               0.008218,               0.008218
                     29,                    0.8,                0.85578,                 1.2121,                0.65645,                0.71429,                0.64969,                0.46283,                 1.0516,                 1.6592,                 1.6988,               0.008152,               0.008152,               0.008152
                     30,                0.76926,                0.84598,                 1.1828,                 0.7594,                0.85714,                0.78875,                0.56095,                0.87125,                 1.2036,                 1.4785,               0.008086,               0.008086,               0.008086
                     31,                0.81098,                0.86079,                 1.2085,                0.93276,                0.74286,                0.79522,                0.62262,                0.97631,                 1.4378,                 1.6139,                0.00802,                0.00802,                0.00802
                     32,                0.78088,                0.83808,                 1.1903,                  0.715,                0.71429,                0.71424,                 0.4951,                0.99089,                 1.4662,                 1.5797,               0.007954,               0.007954,               0.007954
                     33,                0.80081,                0.84302,                 1.2009,                 0.6102,                0.76049,                0.62192,                0.44887,                0.83497,                 1.4915,                 1.5179,               0.007888,               0.007888,               0.007888
                     34,                0.80037,                0.86891,                 1.2092,                0.54747,                0.79508,                0.63665,                0.50216,                0.92647,                 1.2754,                  1.511,               0.007822,               0.007822,               0.007822
                     35,                0.79735,                0.85249,                  1.215,                0.81521,                0.62857,                 0.7766,                 0.5943,                0.89025,                 1.1543,                 1.5341,               0.007756,               0.007756,               0.007756
                     36,                0.78245,                 0.8483,                  1.218,                0.88855,                0.65714,                0.78833,                0.61486,                0.91502,                  1.232,                 1.4807,                0.00769,                0.00769,                0.00769
                     37,                 0.7704,                0.81778,                 1.1723,                0.67322,                0.82415,                0.79893,                0.55042,                 1.0533,                 1.2892,                  1.651,               0.007624,               0.007624,               0.007624
                     38,                0.75811,                0.79915,                 1.1654,                0.85997,                0.74286,                0.81041,                0.61453,                0.81509,                  1.181,                 1.3966,               0.007558,               0.007558,               0.007558
                     39,                 0.7344,                0.76422,                 1.1546,                0.71529,                0.71429,                0.73753,                0.55826,                0.90837,                 1.2011,                 1.4723,               0.007492,               0.007492,               0.007492
                     40,                0.72227,                0.75658,                 1.1604,                0.71807,                0.74286,                0.73575,                0.57146,                0.89731,                 1.1362,                 1.4271,               0.007426,               0.007426,               0.007426
                     41,                0.75575,                0.78794,                  1.175,                0.62196,                0.88571,                0.70691,                0.54276,                0.93246,                 1.0833,                 1.4795,                0.00736,                0.00736,                0.00736
                     42,                   0.74,                0.75716,                 1.1617,                0.69334,                0.62857,                0.68201,                0.52846,                0.83501,                 1.2947,                  1.372,               0.007294,               0.007294,               0.007294
                     43,                0.76282,                0.76617,                 1.1883,                0.69961,                0.74286,                 0.7291,                0.55377,                0.91518,                 1.1975,                 1.4534,               0.007228,               0.007228,               0.007228
                     44,                0.71364,                0.73636,                 1.1366,                0.77948,                0.88571,                0.87935,                0.61644,                0.90534,                 1.1363,                 1.4993,               0.007162,               0.007162,               0.007162
                     45,                0.69414,                0.74034,                 1.1445,                0.76698,                0.71429,                0.76309,                 0.5719,                0.97373,                  1.075,                 1.6377,               0.007096,               0.007096,               0.007096
                     46,                0.74203,                0.73869,                 1.1664,                0.75619,                0.71429,                0.78708,                0.58891,                0.95711,                 1.0381,                 1.5792,                0.00703,                0.00703,                0.00703
                     47,                0.71001,                0.74032,                 1.1437,                0.69592,                0.78483,                0.75546,                0.59087,                0.72664,                 1.0451,                 1.2887,               0.006964,               0.006964,               0.006964
                     48,                0.70977,                 0.7183,                 1.1464,                0.88165,                0.71429,                0.83177,                0.64493,                0.84334,                  1.022,                 1.4098,               0.006898,               0.006898,               0.006898
                     49,                0.69375,                0.72413,                 1.1314,                0.79855,                0.79296,                0.84443,                0.63256,                0.82847,                 0.9405,                 1.3653,               0.006832,               0.006832,               0.006832
                     50,                 0.7154,                0.71861,                 1.1248,                0.83117,                0.85714,                0.84678,                0.60437,                0.90111,                0.97744,                 1.5101,               0.006766,               0.006766,               0.006766
                     51,                0.67636,                0.70087,                 1.1346,                0.79457,                    0.8,                0.77242,                0.54622,                0.86102,                 1.1149,                 1.4884,                 0.0067,                 0.0067,                 0.0067
                     52,                0.68317,                0.70845,                 1.1167,                 0.7341,                0.82857,                0.79835,                0.64517,                0.76251,                0.93585,                 1.2907,               0.006634,               0.006634,               0.006634
                     53,                0.68003,                0.68199,                 1.1231,                0.79819,                    0.8,                0.82102,                0.63737,                0.77118,                 1.1619,                 1.3065,               0.006568,               0.006568,               0.006568
                     54,                0.68454,                0.68783,                  1.118,                0.79262,                0.62857,                0.76473,                0.58838,                 0.9445,                 1.1479,                 1.5544,               0.006502,               0.006502,               0.006502
                     55,                 0.6636,                0.68283,                  1.126,                0.87731,                0.65714,                0.79777,                0.56526,                0.92827,                 1.1704,                 1.5721,               0.006436,               0.006436,               0.006436
                     56,                0.68562,                0.67579,                 1.1202,                0.77159,                    0.8,                0.82509,                0.65909,                 0.8031,                0.99996,                 1.4502,                0.00637,                0.00637,                0.00637
                     57,                0.68553,                 0.6858,                 1.1325,                0.57952,                0.77143,                0.64815,                 0.4826,                0.81165,                 1.4318,                 1.4145,               0.006304,               0.006304,               0.006304
                     58,                0.65098,                0.63957,                 1.0947,                0.78308,                0.82524,                0.78509,                0.63875,                0.79602,                 0.9138,                 1.3719,               0.006238,               0.006238,               0.006238
                     59,                0.66576,                0.66341,                 1.1062,                0.78562,                0.77143,                0.80517,                0.61142,                0.75678,                 1.2716,                 1.3367,               0.006172,               0.006172,               0.006172
                     60,                0.64685,                0.64763,                 1.1029,                0.87882,                0.74286,                0.82336,                0.61353,                0.88554,                0.97809,                  1.499,               0.006106,               0.006106,               0.006106
                     61,                  0.657,                0.66827,                 1.1179,                0.63348,                0.82857,                0.76069,                0.56086,                0.81762,                 1.1333,                 1.4409,                0.00604,                0.00604,                0.00604
                     62,                0.65889,                0.65834,                 1.1309,                0.75668,                0.74286,                0.74856,                0.61002,                0.79163,                 1.0701,                 1.4354,               0.005974,               0.005974,               0.005974
                     63,                0.63638,                0.63622,                 1.1061,                0.70716,                0.77143,                0.75087,                0.55946,                0.78108,                 1.1391,                  1.422,               0.005908,               0.005908,               0.005908
                     64,                0.66568,                 0.6543,                 1.1068,                0.71292,                0.82857,                0.79784,                0.60256,                0.90137,                0.99236,                 1.5428,               0.005842,               0.005842,               0.005842
                     65,                0.65682,                0.65548,                 1.1073,                0.63958,                0.82857,                0.70122,                0.51291,                0.82802,                 1.2428,                 1.4314,               0.005776,               0.005776,               0.005776
                     66,                0.64005,                0.64275,                 1.0969,                0.77895,                0.70499,                0.71229,                0.55334,                0.74977,                 1.4215,                 1.3659,                0.00571,                0.00571,                0.00571
                     67,                0.61668,                0.62118,                 1.0827,                0.71681,                0.77143,                0.72985,                0.55102,                0.79809,                 1.0962,                 1.3572,               0.005644,               0.005644,               0.005644
                     68,                0.62934,                0.61919,                 1.1017,                0.78115,                0.71388,                0.75775,                  0.579,                0.75642,                0.96922,                 1.3358,               0.005578,               0.005578,               0.005578
                     69,                0.61153,                0.61417,                 1.0911,                0.62025,                0.94286,                0.74615,                0.57768,                0.78013,                0.99208,                 1.4469,               0.005512,               0.005512,               0.005512
                     70,                0.59971,                0.58945,                 1.0735,                0.74375,                    0.8,                0.82602,                0.62487,                0.83013,                0.98208,                 1.5105,               0.005446,               0.005446,               0.005446
                     71,                0.63639,                0.60851,                 1.0809,                0.73212,                0.74286,                0.77697,                0.57983,                0.90404,                  1.035,                 1.4823,                0.00538,                0.00538,                0.00538
                     72,                0.61809,                0.63032,                 1.0975,                0.84858,                0.68571,                   0.81,                0.62023,                0.85291,                 1.1522,                 1.4372,               0.005314,               0.005314,               0.005314
                     73,                0.59921,                0.58523,                 1.0834,                0.90053,                    0.8,                0.88266,                0.70064,                0.76157,                0.97922,                 1.3158,               0.005248,               0.005248,               0.005248
                     74,                0.60834,                0.59443,                 1.0844,                0.76528,                0.88571,                0.87699,                0.67795,                0.72975,                0.90975,                 1.2975,               0.005182,               0.005182,               0.005182
                     75,                0.60082,                0.58647,                 1.0805,                0.74935,                0.76882,                0.68665,                0.53899,                0.76691,                  1.162,                 1.3686,               0.005116,               0.005116,               0.005116
                     76,                0.59406,                0.57871,                 1.0818,                 0.7711,                0.77004,                0.78057,                0.60762,                0.78632,                 1.0024,                 1.3735,                0.00505,                0.00505,                0.00505
                     77,                0.60816,                0.61396,                 1.0768,                0.67877,                0.78501,                0.73148,                0.54994,                0.79896,                 1.0835,                 1.3369,               0.004984,               0.004984,               0.004984
                     78,                0.60255,                0.57027,                 1.0609,                0.79289,                0.76582,                0.83114,                0.63893,                0.80146,                 1.0183,                 1.3692,               0.004918,               0.004918,               0.004918
                     79,                0.60249,                0.59122,                 1.0817,                0.83959,                0.74787,                0.79239,                0.60805,                0.80322,                 1.0012,                 1.4043,               0.004852,               0.004852,               0.004852
                     80,                0.58477,                 0.5674,                 1.0657,                0.79271,                0.77143,                0.84139,                 0.6482,                0.84845,                 0.9522,                 1.4493,               0.004786,               0.004786,               0.004786
                     81,                0.57927,                0.57699,                 1.0617,                0.79354,                0.65894,                0.77106,                0.59112,                0.92379,                 1.0392,                  1.563,                0.00472,                0.00472,                0.00472
                     82,                0.58575,                0.57969,                 1.0587,                0.84736,                0.71429,                0.83246,                0.66364,                0.78991,                0.94463,                 1.3733,               0.004654,               0.004654,               0.004654
                     83,                0.58973,                0.57004,                 1.0686,                0.82598,                0.74286,                0.74495,                0.57347,                0.80541,                  1.078,                 1.3573,               0.004588,               0.004588,               0.004588
                     84,                0.57592,                 0.5692,                 1.0555,                0.72316,                0.82112,                0.80331,                0.64798,                0.74165,                 1.0125,                 1.3013,               0.004522,               0.004522,               0.004522
                     85,                0.57162,                0.54901,                 1.0465,                0.75983,                 0.8137,                0.81067,                0.65594,                0.75024,                0.99665,                 1.3343,               0.004456,               0.004456,               0.004456
                     86,                 0.5705,                0.55284,                 1.0555,                0.81941,                    0.8,                0.84029,                 0.6712,                0.78058,                0.90234,                 1.3179,                0.00439,                0.00439,                0.00439
                     87,                0.62923,                0.59467,                 1.0917,                0.75561,                0.71429,                0.74989,                 0.5951,                0.70196,                 1.1722,                 1.2717,               0.004324,               0.004324,               0.004324
                     88,                0.55813,                0.54284,                 1.0529,                0.81507,                0.74286,                0.83943,                0.67839,                0.77661,                0.94142,                 1.3332,               0.004258,               0.004258,               0.004258
                     89,                0.57587,                0.54281,                 1.0568,                 0.7578,                0.77143,                0.82195,                0.65069,                0.80526,                0.99613,                 1.3767,               0.004192,               0.004192,               0.004192
                     90,                0.54263,                0.51351,                 1.0316,                0.77575,                0.79087,                0.85202,                0.63091,                0.81301,                0.92191,                  1.389,               0.004126,               0.004126,               0.004126
                     91,                0.54825,                0.52259,                 1.0368,                0.80849,                0.77143,                0.77679,                0.56743,                0.84567,                0.99193,                 1.4451,                0.00406,                0.00406,                0.00406
                     92,                0.54467,                0.51109,                 1.0298,                0.83025,                    0.8,                0.77194,                0.57597,                0.83113,                0.90602,                 1.4515,               0.003994,               0.003994,               0.003994
                     93,                 0.5567,                0.55037,                 1.0596,                0.77985,                0.85714,                0.78303,                0.63133,                0.75875,                0.83994,                 1.4196,               0.003928,               0.003928,               0.003928
                     94,                0.55813,                0.53193,                 1.0515,                0.77422,                0.88188,                0.80072,                0.64016,                0.81178,                0.90281,                 1.4463,               0.003862,               0.003862,               0.003862
                     95,                0.54364,                0.53244,                 1.0362,                0.79388,                0.82857,                0.87353,                0.66963,                0.79588,                0.94003,                 1.4305,               0.003796,               0.003796,               0.003796
                     96,                0.54178,                0.51738,                 1.0381,                0.83008,                0.83761,                0.88827,                0.68394,                0.76769,                0.92427,                 1.3527,                0.00373,                0.00373,                0.00373
                     97,                0.54504,                0.52562,                 1.0532,                0.69683,                0.85714,                0.83241,                0.66331,                0.71363,                 1.0678,                 1.3476,               0.003664,               0.003664,               0.003664
                     98,                 0.5198,                0.49445,                 1.0282,                0.72102,                    0.8,                 0.7903,                0.61314,                0.71865,                 1.0347,                 1.3474,               0.003598,               0.003598,               0.003598
                     99,                0.52083,                0.50222,                 1.0295,                0.71091,                 0.7729,                0.77731,                0.60698,                0.76996,                 1.0778,                 1.3896,               0.003532,               0.003532,               0.003532
                    100,                0.54493,                 0.5165,                 1.0431,                 0.7605,                0.81669,                0.81973,                0.62684,                0.79538,                0.97679,                 1.4243,               0.003466,               0.003466,               0.003466
                    101,                0.52692,                0.50295,                 1.0301,                0.78277,                0.77143,                0.81786,                0.64155,                0.79961,                0.97911,                  1.399,                 0.0034,                 0.0034,                 0.0034
                    102,                0.52417,                0.50659,                 1.0413,                0.73578,                0.82857,                0.83361,                0.63428,                0.74064,                 1.0335,                 1.3405,               0.003334,               0.003334,               0.003334
                    103,                0.53398,                0.52188,                  1.037,                 0.7419,                0.82857,                 0.7838,                0.61453,                0.68703,                0.96405,                 1.3221,               0.003268,               0.003268,               0.003268
                    104,                0.54336,                0.50863,                  1.042,                 0.7351,                0.85714,                0.77481,                0.62034,                0.71247,                0.93259,                 1.3018,               0.003202,               0.003202,               0.003202
                    105,                0.52925,                0.49608,                 1.0359,                 0.6513,                0.90733,                 0.7177,                0.58101,                0.72468,                  1.007,                 1.2959,               0.003136,               0.003136,               0.003136
                    106,                0.51854,                0.48883,                 1.0269,                0.68019,                0.85085,                0.76516,                 0.6198,                0.74852,                 0.8968,                 1.3617,                0.00307,                0.00307,                0.00307
                    107,                0.51476,                0.48957,                 1.0167,                0.75133,                0.82857,                0.78032,                0.63402,                0.78315,                 0.9604,                 1.4119,               0.003004,               0.003004,               0.003004
                    108,                0.52069,                0.50131,                 1.0277,                0.79945,                0.77143,                0.80357,                0.62726,                0.77922,                 1.0108,                 1.3861,               0.002938,               0.002938,               0.002938
                    109,                0.50585,                0.48197,                 1.0112,                0.73236,                    0.8,                0.72494,                0.55662,                0.82725,                 1.0746,                 1.4905,               0.002872,               0.002872,               0.002872
                    110,                0.49733,                0.47615,                 1.0283,                0.72116,                    0.8,                0.73912,                0.55692,                0.76781,                 1.0652,                 1.3923,               0.002806,               0.002806,               0.002806
                    111,                0.50741,                0.48453,                 1.0257,                0.77031,                0.74286,                0.73189,                 0.5608,                0.83436,                0.94479,                 1.4885,                0.00274,                0.00274,                0.00274
                    112,                0.49418,                0.49151,                 1.0155,                 0.7825,                0.77143,                0.82831,                0.64426,                0.82279,                0.96611,                 1.4321,               0.002674,               0.002674,               0.002674
                    113,                0.49559,                0.47461,                 1.0148,                 0.7303,                    0.8,                0.78105,                0.63923,                0.75761,                0.98112,                 1.3681,               0.002608,               0.002608,               0.002608
                    114,                0.48216,                0.45902,                 1.0056,                0.73837,                0.82857,                 0.7081,                0.53029,                0.74848,                 1.0687,                  1.372,               0.002542,               0.002542,               0.002542
                    115,                0.49904,                0.47558,                 1.0146,                0.76835,                    0.8,                0.83955,                 0.6829,                0.72554,                0.89396,                 1.3152,               0.002476,               0.002476,               0.002476
                    116,                0.49398,                0.45869,                 1.0133,                0.77515,                    0.8,                0.83534,                0.68069,                0.72338,                0.87533,                 1.3395,                0.00241,                0.00241,                0.00241
                    117,                0.47733,                0.46212,                 1.0102,                0.71413,                    0.8,                0.74114,                0.57201,                0.73663,                0.95099,                 1.3443,               0.002344,               0.002344,               0.002344
                    118,                0.47403,                0.44932,                 1.0068,                0.75556,                0.79493,                0.75451,                 0.5691,                 0.7781,                0.83847,                  1.441,               0.002278,               0.002278,               0.002278
                    119,                0.48709,                0.46127,                 1.0135,                0.79174,                    0.8,                0.76877,                0.58322,                0.77979,                 0.8289,                 1.4803,               0.002212,               0.002212,               0.002212
                    120,                0.46837,                0.44831,                0.99298,                0.73284,                0.88571,                0.77184,                0.58307,                0.80982,                0.89114,                 1.4965,               0.002146,               0.002146,               0.002146
                    121,                0.46331,                 0.4448,                 1.0146,                0.68699,                0.87804,                0.77773,                 0.5908,                0.79373,                0.91547,                 1.4647,                0.00208,                0.00208,                0.00208
                    122,                0.46421,                0.43855,                0.99834,                0.71266,                0.82857,                0.79097,                0.63258,                0.75662,                0.83758,                 1.4202,               0.002014,               0.002014,               0.002014
                    123,                0.47337,                0.44158,                 1.0002,                0.79397,                    0.8,                0.83085,                 0.6733,                0.77299,                0.75766,                 1.3991,               0.001948,               0.001948,               0.001948
